MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8402700552,HSC,411872195, ,A82, , ,OLD WADENA SOCIETY,OLD WADENA SOCIETY, , ,PO BOX 172,STAPLES,MN,56479-0172,56479, , , , , , ,HTTP://OLDWADENARENDEZVOUS.ORG/,OLD WADENA SOCIETY,201312,0,0,0,PO BOX 172,STAPLES,MN,56479-0172,199707, , , , ,-94.80134,46.34948,4,4,3,27,153,PO BOX 172,STAPLES,MN,56479-0172,56479,1,1,0,1,0,0,0,0, 
8402700555,HSC,411879132, , , , ,CHAMPLIN HISTORICAL SOCIETY,CHAMPLIN HISTORICAL SOCIETY, , ,PO BOX 355,CHAMPLIN,MN,55316,55316,PO BOX 355,CHAMPLIN,MN,55316,55316, , , , , , , , , , , , , , , , ,-93.38323,45.1693,4,4,2,27,053,PO BOX 355,CHAMPLIN,MN,55316,55316,0,1,0,0,0,0,0,0, 
8402700557,HSC,411882168, , , , ,HISTORICAL EXPERIENCES,HISTORICAL EXPERIENCES INC, , ,20180 589TH AVE,MANKATO,MN,56001,56001, , , , , , , , , , , , , , , , , , , , , ,-93.92901,44.12592,4,4,4,27,013,20180 589TH AVE,MANKATO,MN,56001,56001,0,1,0,0,0,0,0,0, 
8402700560,HSC,411886362, ,A80, ,712120,NORTHLAND THRESHING BEE,NORTHLAND THRESHING BEE, , ,326 MAIN STRRET N,GREENBUSH,MN,56726,56726, , , , , , , ,NORTHLAND THRESHING BEE,201410,0,0,0,PO BOX 124,GREENBUSH,MN,56726-0124,200211, , , , ,-96.18039,48.69193,4,4,4,27,135,PO BOX 124,GREENBUSH,MN,56726-0124,56726,1,1,0,0,0,0,0,0, 
8402700561,HSC,411888705, ,A99, , ,PEQUOT LAKES AREA HISTORIC SOCIETY,PEQUOT LAKES AREA HISTORIC SOCIETY, , ,PO BOX 493,PEQUOT LAKES,MN,56472,56472,4285 TOWER SQUARE,PEQUOT LAKES,MN,56472,56472, , ,PEQUOT LAKES AREA HISTORIC SOCIETY,201312,0,0,0,PO BOX 493,PEQUOT LAKES,MN,56472-0493,199805, , , , ,-94.2778,46.60292,4,4,4,27, ,4285 TOWER SQUARE,PEQUOT LAKES,MN,56472,56472,1,1,0,0,0,0,0,0, 
8402700562,HSC,411889104, , , , ,BYRON AREA HISTORICAL SOCIETY,BYRON AREA HISTORICAL SOCIETY, , ,114 4TH STREET,BYRON,MN,55920,55920, , , , , , , , , , , , , , , , , , , , , ,-92.64336,44.03235,4,4,3,27,109,114 4TH STREET,BYRON,MN,55920,55920,0,1,0,0,0,0,0,0, 
8402700563,HSC,411890860, ,A80, ,813110,NORWAY LAKE LUTHERAN HISTORICAL ASSOCIATION,NORWAY LAKE LUTHERAN HISTORICAL ASSOCIATION, , ,6338 COUNTY ROAD 40 NW,NEW LONDON,MN,56273-5627,56273, , , , , , ,HTTP://WWW.NLLHA.ORG,NORWAY LAKE LUTHERAN HISTORICAL ASSOCIATION,201412,0,0,0,6338 COUNTY ROAD 40 NW,NEW LONDON,MN,56273-9448,200708, , , , ,-95.13119,45.29652,4,4,4,27,067,6338 COUNTY ROAD 40 NW,NEW LONDON,MN,56273-9448,56273,1,1,0,0,0,0,0,0, 
8402700564,HSC,411890867, ,A54, , ,PROCTOR AREA HISTORICAL SOCIETY,PROCTOR AREA HISTORICAL SOCIETY, , ,100 PIONK DRIVE,PROCTOR,MN,55810-1705,55810, , , , , , ,HTTP://PROCTORHISTORYCENTER.WEEBLY.COM/,PROCTOR AREA HISTORICAL SOCIETY,201406,3,40059,36513,100 PIONK DRIVE,PROCTOR,MN,55810-1705,199810, , , , ,-92.22623,46.74129,4,4,2,27,137,100 PIONK DRIVE,PROCTOR,MN,55810-1705,55810,1,1,0,0,0,0,0,0, 
8402700567,HSC,411893832, ,A80, , ,MAPLEWOOD AREA HISTORICAL SOCIETY,MAPLEWOOD AREA HISTORICAL SOCIETY INC, , ,PO BOX 9372,MAPLEWOOD,MN,55109-5316,55109,2170 COUNTY ROAD D E,MAPLEWOOD,MN,55109-5316,55109,6517488645,HTTP://WWW.MAPLEWOODHISTORICALSOCIETY.ORG/,MAPLEWOOD AREA HISTORICAL SOCIETY INC,201312,3,94155,94155,21 CENTURY AVENUE SOUTH,MAPLEWOOD,MN,55119-5200,199902, , , , ,-93.00901,45.03587,4,4,2,27,123,2170 COUNTY ROAD D E,MAPLEWOOD,MN,55109-5316,55109,1,1,0,0,1,0,0,0, 
8402700573,HSC,411913288, ,A80, , ,WATERTOWN AREA HISTORICAL SOCIETY,WATERTOWN AREA HISTORICAL SOCIETY, , ,PO BOX 836,WATERTOWN,MN,55388-0836,55388,309 LEWIS AVE S,WATERTOWN,MN,55388-0836,55388, ,HTTP://WWW.WATERTOWNMNHISTORICALSOCIETY.ORG/,WATERTOWN AREA HISTORICAL SOCIETY,201312,0,0,0,PO BOX 836,WATERTOWN,MN,55388-0836,199901, , , , ,-93.85043,44.96007,4,4,3,27,019,309 LEWIS AVE S,WATERTOWN,MN,55388-0836,55388,1,1,0,0,0,0,0,0, 
8402700575,HSC,411918291, ,A80, ,712120,REDEEMER RESTORATION PROJECT,REDEEMER RESTORATION PROJECT, , ,116 EAST 32ND STREET,MINNEAPOLIS,MN,55408-4403,55408, , , , , , , ,REDEEMER RESTORATION PROJECT,201312,1,11, ,1305 COUNTY ROAD 6,LONG LAKE,MN,55356-9526,199810, , , , ,-93.56226,44.9957,4,4,4,27,053,1305 COUNTY ROAD 6,LONG LAKE,MN,55356-9526,55356,1,1,0,0,0,0,0,0, 
8402700577,HSC,411921749, ,A80, ,710000,MINNESOTA SOCIETY OF ARCHITECTURAL HISTORIANS,MINNESOTA SOCIETY OF ARCHITECTURAL HISTORIANS, , ,275 MARKET STREET SUITE 54,MINNEAPOLIS,MN,55405-1621,55405, , , , , , ,HTTP://WWW.MNSAH.ORG/,MINNESOTA SOCIETY OF ARCHITECTURAL HISTORIANS,201503,0,0,0,275 MARKET ST STE 54,MINNEAPOLIS,MN,55405-1621,200209, , , , ,-93.28956,44.98049,4,4,1,27,053,275 MARKET ST STE 54,MINNEAPOLIS,MN,55405-1621,55405,1,1,0,0,0,0,0,0, 
8402700578,HSC,411923951, ,A80, ,712120,IRON RANGE VETERANS MEMORIAL,IRON RANGE VETERANS MEMORIAL, , ,PO BOX 35,VIRGINIA,MN,55792-0035,55792,319 W LAKE ST,CHISHOLM,MN,55792-0035,55792, ,HTTP://WWW.IRONRANGEVETERANS.ORG/IRON_RANGE_VETERANS_MEMORIAL.HTM/,IRON RANGE VETERANS MEMORIAL,201312,3,66595,66595,PO BOX 35,VIRGINIA,MN,55792-0035,199908, , , , ,-92.88411,47.48924,4,4,3,27,137,319 W LAKE ST,CHISHOLM,MN,55792-0035,55792,1,1,0,0,0,0,0,0, 
8402700581,HSC,411929620, ,A20, ,710000,CASS GILBERT SOCIETY,CASS GILBERT SOCIETY INC, , ,PO BOX 4066,SAINT PAUL,MN,55104-0066,55104, , , , , ,6516448836,HTTP://WWW.CASSGILBERTSOCIETY.ORG/,CASS GILBERT SOCIETY INC,201412,0,0,0,PO BOX 4066,SAINT PAUL,MN,55104-0066,199907, , , , ,-93.17164,44.96091,4,4,1,27,123,PO BOX 4066,SAINT PAUL,MN,55104-0066,55104,1,1,0,0,0,0,0,0, 
8402700582,HSC,411931019, ,A80, , ,CLARKS GROVE AREA HERITAGE SOCIETY,CLARKS GROVE AREA HERITAGE SOCIETY, , ,PO BOX 188,CLARKS GROVE,MN,56016-0188,56016,808 W FRONT ST,CLARKS GROVE,MN,56016-0188,56016, , ,CLARKS GROVE AREA HERITAGE SOCIETY,201412,0,0,0,PO BOX 188,CLARKS GROVE,MN,56016-0188,199904, , , , ,-93.34698,43.77644,4,4,4,27, ,808 W FRONT ST,CLARKS GROVE,MN,56016-0188,56016,1,1,0,0,0,0,0,0, 
8402700583,HSC,411933309, ,A80, ,712120,ST OLAF HERITAGE ASSOCIATION,ST OLAF HERITAGE ASSOCIATION, , ,6200 COUNTY RD 3 SE,BYRON,MN,55920,55920, , , , , , , ,ST OLAF HERITAGE ASSOCIATION,201412,0,0,0,6200 CO RD 3 SE,BYRON,MN,55920-0000,200812, , , , ,-92.6371,44.02934,4,4,3,27, ,6200 CO RD 3 SE,BYRON,MN,55920-0000,55920,1,1,0,0,0,0,0,0, 
8402700584,HSC,411934625, ,A80, ,514120,HMONG ARCHIVES,HMONG ARCHIVES, , ,343 MICHIGAN ST,SAINT PAUL,MN,55102-3107,55102, , , , , ,6516215469,HTTP://HMONGARCHIVES.ORG/,HMONG ARCHIVES,201312,0,0,0,343 MICHIGAN ST,SAINT PAUL,MN,55102-3107,199905, , , , ,-93.11481,44.9348,4,4,1,27,123,343 MICHIGAN ST,SAINT PAUL,MN,55102-3107,55102,1,1,0,0,0,0,0,0, 
8402700587,HSC,411941751, ,A80, ,712120,PINE ISLAND AREA HISTORIAL SOCIETY,PINE ISLAND AREA HISTORIAL SOCIETY, , ,PO BOX 165,PINE ISLAND,MN,55963-0165,55963,314 NORTH MAIN,PINE ISLAND,MN,55963-0165,55963,5073985326,HTTP://WWW.PINEISLANDHISTORY.ORG/,PINE ISLAND AREA HISTORIAL SOCIETY,201312,2,15218,14848,PO BOX 165,PINE ISLAND,MN,55963-0165,200110, , , , ,-92.64631,44.20536,4,4,3,27,049,314 NORTH MAIN,PINE ISLAND,MN,55963-0165,55963,1,1,0,0,0,0,0,0, 
8402700588,HSC,411942363, ,A50, , ,SHAKOPEE HERITAGE SOCIETY,SHAKOPEE HERITAGE SOCIETY, , ,519 E FIRST AVE,SHAKOPEE,MN,55379-1503,55379, , , , , , ,HTTP://SHAKOPEEHERITAGE.ORG/,SHAKOPEE HERITAGE SOCIETY,201412,0,0,0,519 1ST AVE E,SHAKOPEE,MN,55379-1503,199908, , , , ,-93.52064,44.79945,4,4,2,27,139,519 1ST AVE E,SHAKOPEE,MN,55379-1503,55379,1,1,0,0,0,0,0,0, 
8402700594,HSC,411953489, ,A54, , ,DELANO FRANKLIN TOWNSHIP AREA HISTORICAL SOCIETY,DELANO FRANKLIN TOWNSHIP AREA HISTORICAL SOCIETY, , ,491 14TH STREET,DELANO,MN,55328-8838,55328, , , , , ,7639724431,HTTP://WWW.DELANOMNHISTORY.ORG,DELANO FRANKLIN TOWNSHIP AREA HISTORICAL SOCIETY,201412,0,0,0,491 14TH ST,DELANO,MN,55328-8838,200002, , , , ,-93.76915,45.04384,4,4,3,27,171,491 14TH ST,DELANO,MN,55328-8838,55328,1,1,0,0,0,0,0,0, 
8402700596,HSC,411956088, ,A80, , ,FRIESEN HISTORICAL SOCIETY,FRIESEN HISTORICAL SOCIETY, , ,739 SO MAIN STREET,CLARA CITY,MN,56222-1131,56222, , , , , , , ,FRIESEN HISTORICAL SOCIETY,201312,0,0,0,206 3RD ST,PRINSBURG,MN,56281-9743,200102, , , , ,-95.19191,44.93606,4,4,4,27,067,206 3RD ST,PRINSBURG,MN,56281-9743,56281,1,1,0,0,0,0,0,0, 
8402700600,HSC,411970795, ,A80, , ,DENMARK TOWNSHIP HISTORICAL SOCIETY,DENMARK TOWNSHIP HISTORICAL SOCIETY, , ,7777 QUADRANT AVE SO,HASTINGS,MN,55033,55033, , , , , ,6514367639,HTTP://WWW.DTHSMN.ORG,DENMARK TOWNSHIP HISTORICAL SOCIETY,201312,3,50384,49734,14008 90TH ST S,HASTINGS,MN,55033-0000,200109, , , , ,-92.81804,44.81899,4,4,4,27,163,14008 90TH ST S,HASTINGS,MN,55033-0000,55033,1,1,0,0,0,0,0,0, 
8402700601,HSC,411971939, ,A80, , ,RANDOLPH AREA HISTORICAL SOCIETY,RANDOLPH AREA HISTORICAL SOCIETY, , ,4311 UPPER 291ST STREET EAST,RANDOLPH,MN,55065,55065, , , , , , , ,RANDOLPH AREA HISTORICAL SOCIETY,201312,0,0,0,4311 UPPER 291ST STREET,RANDOLPH,MN,55065-0000,200007, , , , ,-93.01909,44.52671,4,4,4,27,037,4311 UPPER 291ST STREET,RANDOLPH,MN,55065-0000,55065,1,1,0,0,0,0,0,0, 
8402700603,HSC,411974216, ,A80, , ,ARLINGTON HISTORICAL SOCIETY,ARLINGTON HISTORICAL SOCIETY INC, , ,204 SHAMROCK DR,ARLINGTON,MN,55307,55307, , , , , , , ,ARLINGTON HISTORICAL SOCIETY INC,201412,0,0,0,204 W SHAMROCK DR,ARLINGTON,MN,55307-9551,200011, , , , ,-94.08585,44.60854,4,4,4,27,143,204 W SHAMROCK DR,ARLINGTON,MN,55307-9551,55307,1,1,0,0,1,0,0,0, 
8402700608,HSC,411992333, ,A80, ,712120,HISTORIC HUTCHINSON,HISTORIC HUTCHINSON, , ,PO BOX 667,HUTCHINSON,MN,55350-0667,55350, , , , , , ,HTTPS://WWW.FACEBOOK.COM/HISTORICHUTCHINSON,HISTORIC HUTCHINSON,201412,0,0,0,PO BOX 667,HUTCHINSON,MN,55350-0667,200102, , , , ,-94.27673,44.94405,4,4,4,27,085,PO BOX 667,HUTCHINSON,MN,55350-0667,55350,1,1,0,0,0,0,0,0, 
8402700609,HSC,412001272, ,A80, , ,ST BONIFACIUS HISTORICAL SOCIETY,ST BONIFACIUS HISTORICAL SOCIETY, , ,4185 MAPLEWOOD ROAD,ST BONIFACIUS,MN,55375-1113,55375, , , , , , , ,ST BONIFACIUS HISTORICAL SOCIETY,201412,0,0,0,4185 MAPLEWOOD RD,ST BONIFACIU,MN,55375-1113,200107, , , , ,-93.75609,44.90209,4,4,2,27,053,4185 MAPLEWOOD RD,ST BONIFACIU,MN,55375-1113,55375,1,1,0,0,0,0,0,0, 
8402700610,HSC,412002911, ,A80, ,813219,WIRTANEN PIONEER FARM,FRIENDS OF THE WIRTANEN PIONEER FARM, , ,3322 VERMILION TRL,MAKINEN,MN,55763-8015,55763, , , , , , , ,FRIENDS OF THE WIRTANEN PIONEER FARM,201312,2,12263,7838,3322 VERMILION TRL,MAKINEN,MN,55763-8015,200111, , , , ,-92.26063,47.36857,4,4,4,27,137,3322 VERMILION TRL,MAKINEN,MN,55763-8015,55763,1,1,0,0,0,0,0,0, 
8402700611,HSC,412002981, , , , ,MEDFORD AREA HISTORICAL LEAGUE,MEDFORD AREA HISTORICAL LEAGUE INC, , ,PO BOX 23,MEDFORD,MN,55049,55049, , , , , , , , , , , , , , , , , , , , , ,-93.23983,44.17371,4,4,4,27,147,PO BOX 23,MEDFORD,MN,55049,55049,0,1,0,0,0,0,0,0, 
8402700613,HSC,412011298, ,A80,123610425, ,GROVE CITY AREA HISTORICAL SOCIETY,GROVE CITY AREA HISTORICAL SOCIETY,GROVE CITY AREA HISTORICAL SOCIETY, ,205 THIRD STREET SOUTH,GROVE CITY,MN,56243,56243, , , , , ,3208579450, ,GROVE CITY AREA HISTORICAL SOCIETY,201312,0,0,0,205 THIRD STREET SOUTH,GROVE CITY,MN,56243-0000,200110, , , , ,-94.68141,45.15045,4,4,4,27, ,205 THIRD STREET SOUTH,GROVE CITY,MN,56243-0000,56243,1,1,0,0,1,0,0,0, 
8402700614,HSC,412012192, ,A80, , ,SAND HILL SETTLEMENT HISTORICAL SOCIETY,SAND HILL SETTLEMENT HISTORICAL SOCIETY, , ,415 RIVERSIDE STREET,CLIMAX,MN,56523-2307,56523, , , , , , , ,SAND HILL SETTLEMENT HISTORICAL SOCIETY,201412,0,0,0,415 RIVERSIDE ST,CLIMAX,MN,56523-2307,200202, , , , ,-96.82108,47.60906,4,4,4,27,119,415 RIVERSIDE ST,CLIMAX,MN,56523-2307,56523,1,1,0,0,0,0,0,0, 
8402700616,HSC,412013320, ,A80, , ,NORTH CHISAGO HISTORICAL SOCIETY,NORTH CHISAGO HISTORICAL SOCIETY, , ,PO BOX 556,RUSH CITY,MN,55069,55069,13112 THIRD AVENUE NORTH,RUSH CITY,MN,55069,55069, ,HTTP://WWW.CHISAGOCOUNTYHISTORY.ORG/07-MANAGEDSITES.HTML,NORTH CHISAGO HISTORICAL SOCIETY,201412,0,0,0,PO BOX 556,RUSH CITY,MN,55069-0556,200201, , , , ,-92.97753,45.68711,4,4,3,27, ,13112 THIRD AVENUE NORTH,RUSH CITY,MN,55069,55069,1,1,0,0,0,0,0,0, 
8402700617,HSC,412013463, ,A80, , ,KENYON AREA HISTORICAL SOCIETY,KENYON AREA HISTORICAL SOCIETY, , ,510 4TH STREET,KENYON,MN,55946,55946, , , , , , , ,KENYON AREA HISTORICAL SOCIETY,201412,0,0,0,510 4TH ST,KENYON,MN,55946-1117,201209, , , , ,-92.98759,44.27008,4,4,4,27,049,510 4TH ST,KENYON,MN,55946-1117,55946,1,1,0,0,1,0,0,0, 
8402700619,HSC,412016036, ,A80, , ,ZUMBROTA AREA HISTORICAL SOCIETY,ZUMBROTA AREA HISTORICAL SOCIETY, , ,55 E 3RD ST PO BOX 44,ZUMBROTA,MN,55992-0044,55992, , , , , ,5077327333,HTTP://WWW.ZUMBROTAHISTORICALSOCIETY.ORG,ZUMBROTA AREA HISTORICAL SOCIETY,201312,0,0,0,PO BOX 44,ZUMBROTA,MN,55992-0044,200301, , , , ,-92.67171,44.29493,4,4,3,27,049,PO BOX 44,ZUMBROTA,MN,55992-0044,55992,1,1,0,0,1,0,0,0, 
8402700621,HSC,412020202, ,A80, , ,KIMBALL AREA HISTORICAL SOCIETY,KIMBALL AREA HISTORICAL SOCIETY INC, , ,PO BOX 55,KIMBALL,MN,55353,55353, , , , , , , ,KIMBALL AREA HISTORICAL SOCIETY INC,201412,0,0,0,PO BOX 55,KIMBALL,MN,55353-0055,200206, , , , ,-94.3077,45.33236,4,4,4,27,145,PO BOX 55,KIMBALL,MN,55353-0055,55353,1,1,0,0,0,0,0,0, 
8402700626,HSC,416007162, , ,879165306, ,SOUDAN UNDERGROUND MINE STATE PARK,SOUDAN UNDERGROUND MINE STATE PARK, , ,1379 STUNTZ BAY RD,SOUDAN,MN,55782,55782,1302 MCKINLEY PARK RD,SOUDAN,MN,55782,55782,2187532245, , , , , , , , , , , , , , , ,-92.23728,47.81637,4,4,4,27, ,1302 MCKINLEY PARK RD,SOUDAN,MN,55782,55782,0,0,1,0,0,0,0,0, 
8402700631,HSC,416028493, , , , ,MINNESOTA FINNISH-AMERICAN HISTORICAL SOCIETY,MINNESOTA FINNISH-AMERICAN HISTORICAL SOCIETY INC, , ,17429 BURLINGTON RD NW,BRANDON,MN,56315,56315, , , , , , , , , , , , , , , , , , , , , ,-95.62986,45.96955,4,4,4,27,041,17429 BURLINGTON RD NW,BRANDON,MN,56315,56315,0,1,0,0,0,0,0,0, 
8402700634,HSC,416029361, ,A80,927506378, ,KANDIYOHI COUNTY HISTORICAL SOCIETY,KANDIYOHI COUNTY HISTORICAL SOCIETY, , ,610 HIGHWAY 71 NE,WILLMAR,MN,56201-2650,56201,610 HIGHWAY 71 SVC RD,WILLMAR,MN,56201-2650,56201,3202351881,HTTP://WWW.KANDIYOHICOUNTYHISTORY.COM/,KANDIYOHI COUNTY HISTORICAL SOCIETY,201312,4,281796,278256,610 HIGHWAY 71 NE,WILLMAR,MN,56201-2650,194505, , , , ,-95.04506,45.11998,4,4,3,27, ,610 HIGHWAY 71 SVC RD,WILLMAR,MN,56201-2650,56201,1,1,0,0,1,0,0,0, 
8402700635,HSC,416029584, ,A82,968176107, ,NOBLES COUNTY HISTORICAL SOCIETY,NOBLES COUNTY HISTORICAL SOCIETY, , ,407 12TH ST STE 2,WORTHINGTON,MN,56187-2472,56187, , , , , ,5073764431, ,NOBLES COUNTY HISTORICAL SOCIETY,201312,3,88309,88309,407 12TH ST STE 2,WORTHINGTON,MN,56187-2472,195312, , , , ,-95.59515,43.62184,4,4,3,27,105,407 12TH ST STE 2,WORTHINGTON,MN,56187-2472,56187,1,1,1,0,0,0,0,0, 
8402700636,HSC,416037342, ,A82,177313483, ,MCLEOD COUNTY HISTORICAL SOCIETY,MCLEOD COUNTY HISTORICAL SOCIETY,MCLEOD COUNTY HISTORICAL SOCIETY, ,380 SCHOOL RD NW,HUTCHINSON,MN,55350-1430,55350, , , , , ,3205872109, ,MCLEOD COUNTY HISTORICAL SOCIETY,201312,4,379333,193387,380 SCHOOL ROAD N,HUTCHINSON,MN,55350-0000,195809, , , , ,-94.39548,44.89473,4,4,3,27,085,380 SCHOOL ROAD N,HUTCHINSON,MN,55350-0000,55350,1,1,1,0,1,0,0,0, 
8402700637,HSC,416038149, ,A80, ,712120,JUNIOR PIONEERS OF NEW ULM,JUNIOR PIONEERS OF NEW ULM INC, , ,PO BOX 22,NEW ULM,MN,56073-0022,56073, , , , , , , ,JUNIOR PIONEERS OF NEW ULM INC,201409,0,0,0,PO BOX 22,NEW ULM,MN,56073-0022,199508, , , , ,-94.46762,44.31023,4,4,3,27,015,PO BOX 22,NEW ULM,MN,56073-0022,56073,1,1,0,0,0,0,0,0, 
8402700638,HSC,416038333, ,A82, , ,WASHINGTON COUNTY HISTORICAL SOCIETY,WASHINGTON COUNTY HISTORICAL SOCIETY, , ,PO BOX 167,STILLWATER,MN,55082-0167,55082, , , , , ,6514395956,HTTP://WWW.WCHSMN.ORG/,WASHINGTON COUNTY HISTORICAL SOCIETY,201312,5,660553,609372,PO BOX 167,STILLWATER,MN,55082-0167,198411, , , , ,-92.83011,45.03374,4,4,2,27,163,PO BOX 167,STILLWATER,MN,55082-0167,55082,1,1,0,1,0,0,0,0, 
8402700639,HSC,416038367, ,A82, , ,OTTER TAIL COUNTY HISTORICAL SOCIETY,OTTER TAIL COUNTY HISTORICAL SOCIETY,OTTER TAIL COUNTY HISTORICAL SOCIETY, ,1110 W LINCOLN AVE,FERGUS FALLS,MN,56537-1029,56537, , , , , ,2187366038,HTTP://WWW.OTCHS.ORG/,OTTER TAIL COUNTY HISTORICAL SOCIETY,201312,4,315105,261859,1110 W LINCOLN AVE,FERGUS FALLS,MN,56537-1029,194502, , , , ,-96.09484,46.28359,4,4,3,27,111,1110 W LINCOLN AVE,FERGUS FALLS,MN,56537-1029,56537,1,1,0,0,1,0,0,0, 
8402700640,HSC,416038377, ,A82,968175984, ,MURRAY COUNTY HISTORICAL SOCIETY,MURRAY COUNTY HISTORICAL SOCIETY INC, , ,PO BOX 61,SLAYTON,MN,56172-0061,56172,2480 29TH STREET,SLAYTON,MN,56172-0061,56172,5078366533, ,MURRAY COUNTY HISTORICAL SOCIETY INC,201312,0,0,0,PO BOX 61,SLAYTON,MN,56172-0061,195401, , , , ,-95.75659,43.99692,4,4,4,27, ,2480 29TH STREET,SLAYTON,MN,56172-0061,56172,1,1,0,0,0,0,0,0, 
8402700642,HSC,416038622, ,A82,968102996, ,COOK COUNTY HISTORICAL SOCIETY,COOK COUNTY HISTORICAL SOCIETY, , ,PO BOX 1293,GRAND MARAIS,MN,55604-1293,55604,8 SOUTH BROADWAY,GRAND MARAIS,MN,55604-1293,55604,2183872883,HTTP://WWW.COOKCOUNTYHISTORY.ORG/,COOK COUNTY HISTORICAL SOCIETY,201410,4,298151,254345,PO BOX 1293,GRAND MARAIS,MN,55604-1293,196403, , , , ,-90.33302,47.74924,4,4,4,27,031,8 SOUTH BROADWAY,GRAND MARAIS,MN,55604-1293,55604,1,1,0,1,1,0,0,0, 
8402700643,HSC,416038667, ,G90, ,813212,YELLOW MEDICINE COUNTY HISTORICAL SOCIETY,YELLOW MEDICINE COUNTY HISTORICAL SOCIETY, , ,PO BOX 145,GRANITE FALLS,MN,56241,56241,98 MINNESOTA 67,GRANITE FALLS,MN,56241,56241,3205644479, ,YELLOW MEDICINE COUNTY HISTORICAL SOCIETY,201412,0,0,0,PO BOX 145,GRANITE FALL,MN,56241-0145,195512, , , , ,-95.52993,44.82079,4,4,4,27, ,98 MINNESOTA 67,GRANITE FALLS,MN,56241,56241,1,1,0,0,0,0,0,0, 
8402700644,HSC,416039234, ,N52, , ,LAKE REGION PIONEER THRESHERMENS ASSOCIATION,LAKE REGION PIONEER THRESHERMENS ASSOCIATION, , ,PO BOX 752,DALTON,MN,56324-0752,56324, , , , , ,2185898419,HTTP://WWW.LRPTA-DALTON.ORG/INDEX.HTML,LAKE REGION PIONEER THRESHERMENS ASSOCIATION,201410,4,130453,130453,PO BOX 752,DALTON,MN,56324-0752,200409, , , , ,-95.90611,46.16855,4,4,4,27,111,PO BOX 752,DALTON,MN,56324-0752,56324,1,1,0,0,1,0,0,0, 
8402700645,HSC,416040775, ,A82,627051741, ,CARVER COUNTY HISTORICAL SOCIETY,CARVER COUNTY HISTORICAL SOCIETY INC, , ,555 WEST FIRST STREET,WACONIA,MN,55387-1221,55387, , , , , ,9524424234, ,CARVER COUNTY HISTORICAL SOCIETY INC,201312,6,1110979,1110430,555 WEST FIRST STREET,WACONIA,MN,55387-1221,195602, , , , ,-93.79455,44.84933,4,4,3,27,019,555 WEST FIRST STREET,WACONIA,MN,55387-1221,55387,1,1,1,0,1,0,0,0, 
8402700649,HSC,416045646, ,A82, , ,WABASHA COUNTY HISTORICAL SOCIETY,WABASHA COUNTY HISTORICAL SOCIETY, ,WABASHA COUNTY HISTORICAL SOCIETY MUSEUM,PO BOX 255,LAKE CITY,MN,55041,55041, , , , , ,6513437072, ,WABASHA COUNTY HISTORICAL SOCIETY,201412,0,0,0,PO BOX 255,LAKE CITY,MN,55041-0255,196509, , , , ,-92.29374,44.42904,4,4,4,27,157,PO BOX 255,LAKE CITY,MN,55041-0255,55041,1,1,0,0,1,0,0,0, 
8402700650,HSC,416048580, ,A82, , ,PINE COUNTY HISTORICAL SOCIETY,PINE COUNTY HISTORICAL SOCIETY, , ,PO BOX 123,ASKOV,MN,55704,55704,6333 H C ANDERSEN ALLE,ASKOV,MN,55704,55704,3202167636,HTTP://WWW.PINECOUNTYHISTORYMUSEUM.ORG,PINE COUNTY HISTORICAL SOCIETY,201306,3, , ,PO BOX 123,ASKOV,MN,55704-0123,196601, , , , ,-92.78224,46.18902,4,4,4,27,115,6333 H C ANDERSEN ALLE,ASKOV,MN,55704,55704,1,1,0,0,1,0,0,0, 
8402700651,HSC,416048581, ,A82,968345975, ,STEELE COUNTY HISTORICAL SOCIETY,STEELE COUNTY HISTORICAL SOCIETY, , ,1448 AUSTIN RD,OWATONNA,MN,55060-4018,55060,1700 AUSTIN ROAD,OWATONNA,MN,55060-4018,55060,5074511420,HTTP://WWW.STEELEHISTORYMUSEUM.ORG/,STEELE COUNTY HISTORICAL SOCIETY,201312,4,409424,369863,1700 AUSTIN RD,OWATONNA,MN,55060-4024,196601, , , , ,-93.21628,44.07027,4,4,3,27,147,1700 AUSTIN ROAD,OWATONNA,MN,55060-4018,55060,1,1,0,0,1,0,0,0, 
